,username,biography,userid,mediacount,followers,followees,is_verified
211,seccardona,"Official account for the 12th Secretary of Education. En la unión está la fuerza. In unity there is strength. Lifelong educator, husband, and father.",46191488242,1092,27569,24,True
212,ben.krall,"•🌲MN🍁•WI🌲
•Hunting🏹🦌🦆🦃
•Fishing🐟
• UWSP",1941610783,45,660,694,False
213,nikkifriedfl,Chair of the Florida Democratic Party. Former Florida Ag. Commissioner. Only statewide elected democrat. #SomethingNew to Florida.,2107500967,682,23876,350,True
214,repglenngrothman,Proudly representing Wisconsin's Sixth District. #WI06,4362676099,1827,4767,44,True
215,staceyabrams,"Author: Rogue Justice. Senior Counsel @RewiringAmerica. Other hats: voting rights + democracy, smart public policy, entertainment & small biz.",1274287099,1593,2176040,269,True
216,betoorourke,,178400837,4058,1123338,698,True
217,tomilahren,Host of “Tomi Lahren is Fearless” on @outkickthecoverage and commentator @foxnews @foxnewsradio @tomilahrenisfearless,493445001,1252,1967464,1782,True
218,rebeccakleefisch,A Wisconsin-proud conservative mom. Running for Governor to build a stronger Wisconsin.,1381755609,312,3423,234,True
219,dr_oz,"Heart surgeon. Emmy Award winning TV host empowering millions to take control of their health. Husband to the best wife, father of 4, & grandfather.",208907161,3798,1080595,618,True
220,repmmm,"Mom, Doctor, Army Veteran, and Congresswoman proudly serving Iowa’s First District | #FightForIowa",45931618909,690,4196,102,True
221,officialjanetyellen,Current nominee for Treasury Secretary. Former Fed chair. Always an economist.,4112155671,77,41,45,False
222,staterephong,"Official Instagram account for Representative Francesca Hong 홍윤정, Wisconsin’s 76th Assembly District | #blacklivesmatter",47631709448,413,1506,106,False
223,qasimrashid,Running for U.S. Congress in IL-11 • Human Rights Lawyer • Dad Jokes • Join the Movement at qasimrashid.com,2443887644,2332,175666,178,True
224,larock,"Everything you can imagine is real.
Owner: @eyc11r | @zacaviallnatural",855691749,26,29021,320,False
225,sarah.godlewski,"🗳️ WI Secretary of State
💸 Former State Treasurer
🧀 Proud western Wisconsinite
👩‍👦 Hartley’s mom!
🙋‍♀️ Still in the fight to elect pro-choice women",174294441,534,3602,717,True
226,ppvotesct,PPV!CT is the advocacy and political arm of @PPSNE. We fight and lobby for reproductive freedom and social justice in #Connecticut.,214538074,1479,2038,431,False
227,cateici,for life love justice ° in the midst of the fugitive + the infinite ° from a messe to the masses amdg ° pray hope don’t worry ° …l’oiseau fait son nid,775923165,13,1321,2937,False
228,cavalierformilwaukee,"News, information, and updates related to Mayor Cavalier Johnson's campaign for Mayor of Milwaukee",49462402780,91,1205,3,False
229,johngibbsformi,Running for Congress in Michigan's 3rd District,50115525190,358,2395,20,False
230,gewhitmer,49th Governor of Michigan. Proud mom.,4352000784,1434,224698,131,True
231,realgreggutfeld,"GUTFELD!,The Five, and my newest.. Pre-Order “The King of Late Night”",631474209,568,519574,40,True
232,jonathan.turley,Check out the Clout Watching Podcast on spotify and apple,1099709961,17,992,683,False
233,lawrencesummers,"Instagram is like twitter, but it is for people who can’t read!
#shoutout to u ma loyal famz#
#most famous
#l4l
#f4f
¥~Sorry Bitch I'm still a teen~¥°",1819094834,18,957,2450,False
234,monicacrowley_,Host of the @monicacrowleypodcast • Forever a happy warrior • Honored to have served as Assistant Secretary of the Treasury 🇺🇸 • Isaiah 55:8-9,6871558052,818,76673,404,True
235,gunownersofamerica,The ONLY No-Compromise Gun Lobby,477897848,1289,324737,280,True
236,jimlamonaz,"Investor, Founder DEPCOM Power, US Army Paratrooper Officer, Bama Linebacker.",47194963213,529,1687,90,False
237,yaf_,YAF inspires students to become bold advocates for freedom on campus.,417093190,13211,609458,321,True
238,julie.creatingthislife,"Sharing classic homes, charming places, and favorite finds.
📍Kansas City",228076124,747,1523,996,False
239,jackattack_del_rio,"Head coach, loving husband, father of 4",2332181108,11,729,14,False
240,zachwahls,husband @chloe.angyal.writes | dog dad @adoodlenamedzelda | @iowasendems | zach.wahls@legis.iowa.gov,198885577,786,43232,410,True
241,thebobbyscott,"🙌 Leading people’s mindset to achieve abundance 
🕴🏻Founder @thedistinctionagency 
💁🏼‍♂️ Explore Lifestyle & Mental Grit 
👇Book your discovery call!",7015397,4327,4553,6788,False
242,s.v.lavrov,"Дипломатия как искусство. Не должно быть запредельных эмоций, нужно приходить и работать",7185653031,1744,264549,2,False
243,barbaragaskinsnc,Founder of United Coalition for Hip Hop Culture PAC|Former US House Candidate|Criminal Justice Reform Advocate|Credible Messenger|Author,49419778926,224,3856,1409,False
244,kevinrinkemi,Conservative businessman & outsider. Running for governor of Michigan to put an end to Whitmer’s reign - I won’t back down.,51188913017,273,574,14,False
245,markbrnovich,,1080654848,249,1153,252,False
246,emeraldrobinson,emerald.tv,5590839731,249,144381,89,True
247,harrywilson22,,266659024,183,388121,708,True
248,wisgop,Join us as we work to deliver Republican victories up-and-down the ballot and Defend America!,306854077,977,5126,119,True
249,_stevekerr_,"-News updates following Steve Kerr
@warriors
-Outside Sourced",3407608691,82,52703,38,False
250,mattthewdowd,,7040201203,1,678,937,False
251,donaldjtrumpjr,"Meme Wars General, EVP @Trump, Dad, Outdoorsman & Founder at @fieldethos @mxmnews_ @winningteampub, dad of @kaitrumpgolfer
Pronouns: Your Hero",399362846,6646,6597495,6792,True
252,carr_c_m,,1625951732,500,2965,3543,False
253,garyisblack,"I just point and shoot
Australia 👽 ∆ 🌀",246551211,204,3636,2663,False
254,govkemp,83rd Governor of Georgia,9301232032,927,53266,1,True
255,rep_hice,"🍑 Proudly representing GA-10
🇺🇸 Fmr. @housefreedomcaucus Communications Chair
⚖️ @gopoversight Subcommittee Government Operations Ranking Member",1651460512,931,6608,378,True
256,realcandaceowens,FREE.,5714766096,183,5110866,153,True
257,senatorlankford,Federal Fumbles Volume 7 will be released May 18!,1552251018,1248,21688,243,True
258,_nelsonthomas,"Lifestyle 🌎📸🇵🇷✊🏽
Austin tx 📍
📧 booknellyt@gmail.com
📦
P.O Box 82336
Austin tx, 78708",293482102,642,285496,991,True
259,freedomsfundusa,Our mission is to protect freedom & national security from threats that impact our future. Founded by @ashsmiththomas,23416856213,33,73,69,False
260,lindseygrahamsc,U.S Senator for South Carolina,195304041,552,168183,189,True
261,aaron4az,,8380775303,368,988,351,False
262,davemccormick,"#Army veteran
#Dog lover
#Volunteer
#AVGeek
Being a better human, everyday.",29305602,1432,1235,2844,False
263,erictoney,"Serving in my 11th year as the Fond du Lac County District Attorney, President of the WI DA’s Association, and former GOP WI Attorney General nominee.",519977826,244,780,543,False
264,mikefranken,,212176807,121,387,439,False
265,pamkeithfl,"2020 Dem nominee FL18 Cong. Dist. 
Attorney, political strategist, influencer, Navy Vet
CEO of Center for Employment Justice. AKA08 (she/her)",1940029426,416,4143,2044,False
266,andreastewartcousins,New York State Senate Majority Leader,10177580048,1362,6215,385,True
267,thedennisprager,"Nationally Syndicated Talk Show Host
Listen to the Show live: 9-Noon PT / Noon-3 ET
New Episodes of Dennis & Julie every Monday with @julierhartman",60334809818,158,14643,29,True
268,johnmacco,"Grandfather, Lifelong Entrepreneur, Representative for Wisconsin's 88th State Assembly District.",47967457,168,907,158,True
269,oanntv,Your Nation. Your News. #OANN,45616146906,78,58667,2,False
270,repdonbeyer,Represent Northern Virginia’s #VA08 in the U.S. House. Serve on Ways & Means and the Joint Economic Committee.,1637052307,1280,8700,559,True
271,jeffreytoobin,"Staff writer for @NewYorker, Senior Legal Analyst for @CNN, Author of The Oath",1169422806,0,1842,33,False
272,judge_jeanine,"Judge Pirro is a highly respected Former D.A., Judge, & renowned champion of the underdog. Co-Host of the #1 Show on Cable News @thefivefnc",1077286134,3626,1152849,400,True
273,ohiogunowners,"Aggressive, no-holds-barred, based 2A group. Pro-God, Pro-Family, Pro-Country. No apologies intended or offered. 🇺🇲💪🏼🇺🇲💪🏼🇺🇲",30025150665,736,2191,6,False
274,the_real_savage_nation,"Dr. Michael Savage, Talk Radio Icon, Radio Hall of Famer, Bestselling Author, Conservationist, Scientist, Scholar, Raconteur extraordinaire!",8403137580,1833,42423,2,False
275,conservativespa,"Flag waving, gun loving, freedom fighting Pennsylvania Patriots 🇺🇸🇺🇸
DM with Inquiries",36977110508,35,1676,21,False
276,claudiatenney,"#USNA & #MarineMom, #horselover & #doglover Member of the 115th and 117th Congress #NY22",1317755345,149,5069,1164,False
277,schoolfreedomfund,"Saving school choice and education freedom, one election at a time. When it comes to our kids’ education: Parents > unelected bureaucrats!",50132498144,14,65,29,False
278,drwestley,"I am the former Historian for the Republican Party of Texas and two time Nominee for Texas CD15TX 
Married 24yrs, an Army Vet, 3 children, & 3 grands.",25059916236,181,382,45,False
279,gibbonstime,,2517940628,330,3410,933,False
280,janetimkenforohio,"Jane Timken is running to represent Ohio in the U.S. Senate and is committed to protecting our jobs, our families, and our Buckeye way of life.",45783106515,142,1043,1,False
281,tony.kurtz,Miami 27,2966182300,3,909,550,False
282,reprobwittman,"Honored to represent VA-01 in Congress. Husband, dad, granddad, conservative, outdoorsman, and former marine scientist.
Sign up for my newsletter ⬇️",506916944,812,4797,277,True
283,repmarymiller,Official account for Congresswoman Mary Miller. Proudly serving the 15th District of Illinois.,45048314708,249,24334,373,True
284,crystal_d_peoplesstokes,"NYS Assembly Majority Leader
AD- 141st Buffalo, NY",1430511507,493,3376,174,False
285,getgeorgiaright,"SuperPAC for ‘22 Statewides & ‘24 Pres GA GOP victories. Disruptive force to traditional campaign- delivering unique, effective, & data driven message",48599204531,1,107,19,False
286,vayoungdems,"The official youth auxiliary of the Democratic Party of Virginia
Click the link below to learn more! ⬇️🗣",1944366548,277,2337,553,False
287,evan.mcmullin,Principal @ Enlightenment Capital. Former CIA officer and national security advisor. Husband and instant dad.,1606513225,360,8874,937,True
288,michaeljknowles,Watch “The Michael Knowles Show” at 9:30 am ET Monday through Friday on @dailywireplus!,209893221,1432,587033,1880,True
289,kevinmnicholson,"USMC-Iraq & Afghanistan Veteran. Husband + father. Former Volunteer President & CEO @nobetterfriendcorp, #WIRight candidate #WIGov & #WISen, & cowboy.",5787794486,378,979,75,False
290,jkonfrst,"Proud: wife. • mom • drakeuniversity Prof & Alum • State Representative @iowahousedemocrats 
they didn’t know we were seeds
 @Konfrst.bsky.social",29056389,1552,1020,1151,False
291,sen_dansullivan,Official instagram account for U.S. Senator Dan Sullivan. Proudly serving the state of Alaska.,1660873387,1233,12431,58,True
292,pennforprogress,We are a group of Penn alumni working with student groups to demand that Penn respond to the climate crisis with the urgency that it requires,37225130804,5,127,25,False
293,mil_ru,Сайт ведомства:,1396376306,6736,529268,48,True
294,ronklain,,327989057,514,3487,1344,False
295,benclark10,"🤝 I help you AWAKEN your inner CONFIDENCE
⚠️ LET GO of what’s blocking it
👇Free Confidence Masterclass Series!👇",28532127,29,399815,734,True
296,joshmandelohio,Proud dad. Marine vet. Former State Treasurer of Ohio.,315618936,0,3380,892,True
297,wisconsinmakersmarket,"Featuring handmade products from 100+ Wisconsin artisans. ✨
Store Hours: Wed-Fri 10-6 | Sat 10-5 | Sun 10-3
Upcoming Markets: Handmade Holiday 11/25",50220947786,776,2357,1675,False
298,sarahpalin97,"🇺🇸on Twitter@SarahPalinUSA NYT#1 Best Selling Author, GOP VP Nominee, Governor, Mayor, Councilor, Chairman Oil & Gas, TV Host/Contributor, MamaBear🐾",6167178962,639,233185,678,True
299,seanryanfox7,"Dogs, Anime, Fast Cars #corvette 
https://www.youtube.com/user/seanryanfox1",503199577,53,1169499,164,True
300,eliforcolorado,,49025840230,112,335,211,False
301,generalmcguire,"Candidate for U.S. Senate
http://ipickmick.com/",47899391458,296,791,7,False
302,thelarslarsonshow,"Honestly Provocative Talk Radio 
Email me: talk@larslarson.com
Disagree with me? Call: 866-HEY-LARS (439-5277)",51689167834,311,34455,913,False
303,johncornyn,Senior Senator from Texas. San Antonio native. Son of a B-17 pilot. Country & Western enthusiast.,271287024,156,41854,118,True
304,joshhawleymo,"Constitutional lawyer, husband to Erin, dad to Elijah, Blaise, and Abigail, U.S. Senator for Missouri",2039966260,547,91552,154,True
305,marshablackburn,I am honored to serve the people of Tennessee in the United States Senate.,486224905,812,88277,248,True
306,pg_sharp,"┈┈┈╲┈┈┈┈╱
┈┈┈╱     ▔▔╲
┈┈┃┈▇┈┈▇┈┃
╭╮┣━━━━━━┫╭╮
┃┃┃┈┈┈┈┈┈┃┃┃
╰╯┃1011111?┃╰╯
┈┈╰┓┏━━┓┏╯
┈┈┈╰╯┈┈╰╯
https://www.pgsharp.com/🚀",4939538529,218,28973,79,False
307,forwisconsin_,"connecting the people of Wisconsin in conversation, community, creativity, & expression 🧡🤝♾ VOTE APRIL 4, 2023 #forwisconsin",1326562565,114,21581,445,True
308,tulsigabbard,Former Congresswoman. Ran for President. Veteran. Surfer. Soldier. (Images/views do not represent views of DoD) Inquiries: tulsigabbard.com,21289594,2634,861235,834,True
309,alexanderlasry,"@alexlasrywi 
Fear the Deer",212620071,481,4039,882,False
310,timkaine,"Anne Holton’s husband, Dad of 3, Stone Irish, public servant, musician, civil rights lawyer, backpacker.",1258770894,751,111420,96,True
311,senator_helming,New York State Senator for the 54th District,10687048521,56,753,15,False
312,billoreilly,Sign up to watch the No Spin News ⬇️,5857803655,802,277944,54,True
313,charliekirk1776,"Founder & President of @turningpointusa 
Subscribe to The Charlie Kirk Show 🇺🇸",364397621,2711,2567681,2740,True
314,reptomsuozzi,Former Member of Congress.,8187619399,860,3686,159,True
315,tylerkistnermn,"Marine Raider Veteran. Father to Elodie and Gabriel, Husband to Marie. Servant Leader.",27011582757,321,3740,40,False
